"occupation_label","province_label","sex_label","age_label","population"
"Landbouwarbeiders","ZEELAND","Vrouwen","40-49 jaar",124
"Overige handarbeiders ","ZEELAND","Vrouwen","40-49 jaar",633
"Totaal","ZEELAND","Vrouwen","40-49 jaar",3442
"Bedrijfshoofden Nijverheid","NOORDBRABANT","Vrouwen","40-49 jaar",262
"Bedrijfshoofden Landbouw","NOORDBRABANT","Vrouwen","40-49 jaar",382
"Bedrijfshoofden Winkels","NOORDBRABANT","Vrouwen","40-49 jaar",498
"Bedrijfshoofden Overige","GRONINGEN","Vrouwen","50-64 jaar",240
"Bedrijfshoofden Overige","NOORDBRABANT","Vrouwen","50-64 jaar",460
"Medew.gezinsleden","NOORDBRABANT","Vrouwen","50-64 jaar",4898
"Vrije beroepen","NOORDBRABANT","Vrouwen","50-64 jaar",10
"Employé's","NOORDBRABANT","Vrouwen","50-64 jaar",1614
"Landbouwarbeiders","NOORDBRABANT","Vrouwen","50-64 jaar",123
"Overige handarbeiders ","NOORDBRABANT","Vrouwen","50-64 jaar",2219
"Totaal","NOORDBRABANT","Vrouwen","50-64 jaar",11434
"Bedrijfshoofden Nijverheid","LIMBURG","Vrouwen","50-64 jaar",196
"Bedrijfshoofden Landbouw","LIMBURG","Vrouwen","50-64 jaar",764
"Bedrijfshoofden Winkels","LIMBURG","Vrouwen","50-64 jaar",515
"Medew.gezinsleden","GRONINGEN","Vrouwen","50-64 jaar",1816
"Bedrijfshoofden Overige","LIMBURG","Vrouwen","50-64 jaar",281
"Medew.gezinsleden","LIMBURG","Vrouwen","50-64 jaar",3825
"Vrije beroepen","LIMBURG","Vrouwen","50-64 jaar",7
"Employé's","LIMBURG","Vrouwen","50-64 jaar",954
"Landbouwarbeiders","LIMBURG","Vrouwen","50-64 jaar",146
"Overige handarbeiders ","LIMBURG","Vrouwen","50-64 jaar",1408
"Totaal","LIMBURG","Vrouwen","50-64 jaar",8096
"Bedrijfshoofden Nijverheid","AMSTERDAM","Vrouwen","50-64 jaar",368
"Bedrijfshoofden Landbouw","AMSTERDAM","Vrouwen","50-64 jaar",16
"Bedrijfshoofden Winkels","AMSTERDAM","Vrouwen","50-64 jaar",379
"Vrije beroepen","GRONINGEN","Vrouwen","50-64 jaar",8
"Bedrijfshoofden Overige","AMSTERDAM","Vrouwen","50-64 jaar",780
"Medew.gezinsleden","AMSTERDAM","Vrouwen","50-64 jaar",1277
"Vrije beroepen","AMSTERDAM","Vrouwen","50-64 jaar",153
"Employé's","AMSTERDAM","Vrouwen","50-64 jaar",3033
"Landbouwarbeiders","AMSTERDAM","Vrouwen","50-64 jaar",1
"Overige handarbeiders ","AMSTERDAM","Vrouwen","50-64 jaar",3627
"Totaal","AMSTERDAM","Vrouwen","50-64 jaar",9634
"Bedrijfshoofden Nijverheid","ROTTERDAM","Vrouwen","50-64 jaar",210
"Bedrijfshoofden Landbouw","ROTTERDAM","Vrouwen","50-64 jaar",18
"Bedrijfshoofden Winkels","ROTTERDAM","Vrouwen","50-64 jaar",280
"Employé's","GRONINGEN","Vrouwen","50-64 jaar",598
"Bedrijfshoofden Overige","ROTTERDAM","Vrouwen","50-64 jaar",366
"Medew.gezinsleden","ROTTERDAM","Vrouwen","50-64 jaar",846
"Vrije beroepen","ROTTERDAM","Vrouwen","50-64 jaar",27
"Employé's","ROTTERDAM","Vrouwen","50-64 jaar",1563
"Landbouwarbeiders","ROTTERDAM","Vrouwen","50-64 jaar",1
"Overige handarbeiders ","ROTTERDAM","Vrouwen","50-64 jaar",1580
"Totaal","ROTTERDAM","Vrouwen","50-64 jaar",4891
"Bedrijfshoofden Nijverheid","s-Gravenhage","Vrouwen","50-64 jaar",329
"Bedrijfshoofden Landbouw","s-Gravenhage","Vrouwen","50-64 jaar",7
"Bedrijfshoofden Winkels","s-Gravenhage","Vrouwen","50-64 jaar",322
"Landbouwarbeiders","GRONINGEN","Vrouwen","50-64 jaar",72
"Bedrijfshoofden Overige","s-Gravenhage","Vrouwen","50-64 jaar",670
"Medew.gezinsleden","s-Gravenhage","Vrouwen","50-64 jaar",922
"Vrije beroepen","s-Gravenhage","Vrouwen","50-64 jaar",138
"Employé's","s-Gravenhage","Vrouwen","50-64 jaar",2752
"Landbouwarbeiders","s-Gravenhage","Vrouwen","50-64 jaar",2
"Overige handarbeiders ","s-Gravenhage","Vrouwen","50-64 jaar",2890
"Totaal","s-Gravenhage","Vrouwen","50-64 jaar",8032
"Bedrijfshoofden Nijverheid","UTRECHT","Vrouwen","50-64 jaar",91
"Bedrijfshoofden Landbouw","UTRECHT","Vrouwen","50-64 jaar",10
"Bedrijfshoofden Winkels","UTRECHT","Vrouwen","50-64 jaar",137
"Overige handarbeiders ","GRONINGEN","Vrouwen","50-64 jaar",1182
"Bedrijfshoofden Overige","UTRECHT","Vrouwen","50-64 jaar",169
"Medew.gezinsleden","UTRECHT","Vrouwen","50-64 jaar",360
"Vrije beroepen","UTRECHT","Vrouwen","50-64 jaar",14
"Employé's","UTRECHT","Vrouwen","50-64 jaar",609
"Landbouwarbeiders","UTRECHT","Vrouwen","50-64 jaar",0
"Overige handarbeiders ","UTRECHT","Vrouwen","50-64 jaar",594
"Totaal","UTRECHT","Vrouwen","50-64 jaar",1984
"Totaal","GRONINGEN","Vrouwen","50-64 jaar",4520
"Bedrijfshoofden Nijverheid","FRIESLAND","Vrouwen","50-64 jaar",88
"Bedrijfshoofden Landbouw","FRIESLAND","Vrouwen","50-64 jaar",287
"Bedrijfshoofden Winkels","FRIESLAND","Vrouwen","50-64 jaar",317
"Bedrijfshoofden Overige","FRIESLAND","Vrouwen","50-64 jaar",198
"Medew.gezinsleden","FRIESLAND","Vrouwen","50-64 jaar",2153
"Vrije beroepen","FRIESLAND","Vrouwen","50-64 jaar",8
"Employé's","FRIESLAND","Vrouwen","50-64 jaar",523
"Landbouwarbeiders","FRIESLAND","Vrouwen","50-64 jaar",34
"Overige handarbeiders ","FRIESLAND","Vrouwen","50-64 jaar",1187
"Totaal","FRIESLAND","Vrouwen","50-64 jaar",4795
"Bedrijfshoofden Nijverheid","DRENTHE","Vrouwen","50-64 jaar",34
"Bedrijfshoofden Landbouw","DRENTHE","Vrouwen","50-64 jaar",370
"Bedrijfshoofden Winkels","DRENTHE","Vrouwen","50-64 jaar",87
"Bedrijfshoofden Overige","DRENTHE","Vrouwen","50-64 jaar",81
"Medew.gezinsleden","DRENTHE","Vrouwen","50-64 jaar",2523
"Vrije beroepen","DRENTHE","Vrouwen","50-64 jaar",0
"Employé's","DRENTHE","Vrouwen","50-64 jaar",180
"Landbouwarbeiders","DRENTHE","Vrouwen","50-64 jaar",52
"Overige handarbeiders ","DRENTHE","Vrouwen","50-64 jaar",317
"Totaal","DRENTHE","Vrouwen","50-64 jaar",3644
"Bedrijfshoofden Nijverheid","OVERIJSSEL","Vrouwen","50-64 jaar",194
"Bedrijfshoofden Landbouw","OVERIJSSEL","Vrouwen","50-64 jaar",805
"Bedrijfshoofden Winkels","OVERIJSSEL","Vrouwen","50-64 jaar",412
"Bedrijfshoofden Overige","OVERIJSSEL","Vrouwen","50-64 jaar",243
"Medew.gezinsleden","OVERIJSSEL","Vrouwen","50-64 jaar",4957
"Vrije beroepen","OVERIJSSEL","Vrouwen","50-64 jaar",15
"Employé's","OVERIJSSEL","Vrouwen","50-64 jaar",735
"Landbouwarbeiders","OVERIJSSEL","Vrouwen","50-64 jaar",246
"Overige handarbeiders ","OVERIJSSEL","Vrouwen","50-64 jaar",1319
"Totaal","OVERIJSSEL","Vrouwen","50-64 jaar",8926
"Bedrijfshoofden Nijverheid","GELDERLAND","Vrouwen","50-64 jaar",272
"Bedrijfshoofden Landbouw","GELDERLAND","Vrouwen","50-64 jaar",1259
"Bedrijfshoofden Winkels","GELDERLAND","Vrouwen","50-64 jaar",502
"Bedrijfshoofden Overige","GELDERLAND","Vrouwen","50-64 jaar",582
"Medew.gezinsleden","GELDERLAND","Vrouwen","50-64 jaar",7277
"Vrije beroepen","GELDERLAND","Vrouwen","50-64 jaar",37
"Employé's","GELDERLAND","Vrouwen","50-64 jaar",1608
"Landbouwarbeiders","GELDERLAND","Vrouwen","50-64 jaar",214
"Overige handarbeiders ","GELDERLAND","Vrouwen","50-64 jaar",2089
"Totaal","GELDERLAND","Vrouwen","50-64 jaar",13840
"Bedrijfshoofden Nijverheid","UTRECHT","Vrouwen","50-64 jaar",172
"Bedrijfshoofden Landbouw","UTRECHT","Vrouwen","50-64 jaar",226
"Bedrijfshoofden Winkels","UTRECHT","Vrouwen","50-64 jaar",316
"Bedrijfshoofden Overige","UTRECHT","Vrouwen","50-64 jaar",406
"Medew.gezinsleden","UTRECHT","Vrouwen","50-64 jaar",1806
"Vrije beroepen","UTRECHT","Vrouwen","50-64 jaar",33
"Employé's","UTRECHT","Vrouwen","50-64 jaar",1260
"Landbouwarbeiders","UTRECHT","Vrouwen","50-64 jaar",15
"Overige handarbeiders ","UTRECHT","Vrouwen","50-64 jaar",1517
"Totaal","UTRECHT","Vrouwen","50-64 jaar",5751
"Bedrijfshoofden Nijverheid","NOORDHOLLAND","Vrouwen","50-64 jaar",680
"Bedrijfshoofden Landbouw","NOORDHOLLAND","Vrouwen","50-64 jaar",363
"Bedrijfshoofden Winkels","NOORDHOLLAND","Vrouwen","50-64 jaar",1060
"Bedrijfshoofden Nijverheid","GRONINGEN","Vrouwen","50-64 jaar",127
"Bedrijfshoofden Overige","NOORDHOLLAND","Vrouwen","50-64 jaar",1339
"Medew.gezinsleden","NOORDHOLLAND","Vrouwen","50-64 jaar",3878
"Vrije beroepen","NOORDHOLLAND","Vrouwen","50-64 jaar",240
"Employé's","NOORDHOLLAND","Vrouwen","50-64 jaar",5091
"Landbouwarbeiders","NOORDHOLLAND","Vrouwen","50-64 jaar",20
"Overige handarbeiders ","NOORDHOLLAND","Vrouwen","50-64 jaar",6667
"Totaal","NOORDHOLLAND","Vrouwen","50-64 jaar",19338
"Bedrijfshoofden Nijverheid","ZUIDHOLLAND","Vrouwen","50-64 jaar",825
"Bedrijfshoofden Landbouw","ZUIDHOLLAND","Vrouwen","50-64 jaar",515
"Bedrijfshoofden Winkels","ZUIDHOLLAND","Vrouwen","50-64 jaar",1293
"Bedrijfshoofden Landbouw","GRONINGEN","Vrouwen","50-64 jaar",221
"Bedrijfshoofden Overige","ZUIDHOLLAND","Vrouwen","50-64 jaar",1547
"Medew.gezinsleden","ZUIDHOLLAND","Vrouwen","50-64 jaar",4742
"Vrije beroepen","ZUIDHOLLAND","Vrouwen","50-64 jaar",202
"Employé's","ZUIDHOLLAND","Vrouwen","50-64 jaar",6109
"Landbouwarbeiders","ZUIDHOLLAND","Vrouwen","50-64 jaar",58
"Overige handarbeiders ","ZUIDHOLLAND","Vrouwen","50-64 jaar",7098
"Totaal","ZUIDHOLLAND","Vrouwen","50-64 jaar",22389
"Bedrijfshoofden Nijverheid","ZEELAND","Vrouwen","50-64 jaar",72
"Bedrijfshoofden Landbouw","ZEELAND","Vrouwen","50-64 jaar",238
"Bedrijfshoofden Winkels","ZEELAND","Vrouwen","50-64 jaar",322
"Bedrijfshoofden Winkels","GRONINGEN","Vrouwen","50-64 jaar",256
"Bedrijfshoofden Overige","ZEELAND","Vrouwen","50-64 jaar",184
"Medew.gezinsleden","ZEELAND","Vrouwen","50-64 jaar",1519
"Vrije beroepen","ZEELAND","Vrouwen","50-64 jaar",6
"Employé's","ZEELAND","Vrouwen","50-64 jaar",311
"Landbouwarbeiders","ZEELAND","Vrouwen","50-64 jaar",97
"Overige handarbeiders ","ZEELAND","Vrouwen","50-64 jaar",648
"Totaal","ZEELAND","Vrouwen","50-64 jaar",3397
"Bedrijfshoofden Nijverheid","NOORDBRABANT","Vrouwen","50-64 jaar",305
"Bedrijfshoofden Landbouw","NOORDBRABANT","Vrouwen","50-64 jaar",1041
"Bedrijfshoofden Winkels","NOORDBRABANT","Vrouwen","50-64 jaar",764
"Bedrijfshoofden Overige","GRONINGEN","Vrouwen","65 j. e.o.",97
"Bedrijfshoofden Overige","NOORDBRABANT","Vrouwen","65 j. e.o.",178
"Medew.gezinsleden","NOORDBRABANT","Vrouwen","65 j. e.o.",919
"Vrije beroepen","NOORDBRABANT","Vrouwen","65 j. e.o.",0
"Employé's","NOORDBRABANT","Vrouwen","65 j. e.o.",277
"Landbouwarbeiders","NOORDBRABANT","Vrouwen","65 j. e.o.",38
"Overige handarbeiders ","NOORDBRABANT","Vrouwen","65 j. e.o.",843
"Totaal","NOORDBRABANT","Vrouwen","65 j. e.o.",3349
"Bedrijfshoofden Nijverheid","LIMBURG","Vrouwen","65 j. e.o.",44
"Bedrijfshoofden Landbouw","LIMBURG","Vrouwen","65 j. e.o.",525
"Bedrijfshoofden Winkels","LIMBURG","Vrouwen","65 j. e.o.",179
"Medew.gezinsleden","GRONINGEN","Vrouwen","65 j. e.o.",260
"Bedrijfshoofden Overige","LIMBURG","Vrouwen","65 j. e.o.",139
"Medew.gezinsleden","LIMBURG","Vrouwen","65 j. e.o.",867
"Vrije beroepen","LIMBURG","Vrouwen","65 j. e.o.",4
"Employé's","LIMBURG","Vrouwen","65 j. e.o.",130
"Landbouwarbeiders","LIMBURG","Vrouwen","65 j. e.o.",41
"Overige handarbeiders ","LIMBURG","Vrouwen","65 j. e.o.",389
"Totaal","LIMBURG","Vrouwen","65 j. e.o.",2318
"Bedrijfshoofden Nijverheid","AMSTERDAM","Vrouwen","65 j. e.o.",57
"Bedrijfshoofden Landbouw","AMSTERDAM","Vrouwen","65 j. e.o.",12
"Bedrijfshoofden Winkels","AMSTERDAM","Vrouwen","65 j. e.o.",113
"Vrije beroepen","GRONINGEN","Vrouwen","65 j. e.o.",3
"Bedrijfshoofden Overige","AMSTERDAM","Vrouwen","65 j. e.o.",212
"Medew.gezinsleden","AMSTERDAM","Vrouwen","65 j. e.o.",129
"Vrije beroepen","AMSTERDAM","Vrouwen","65 j. e.o.",35
"Employé's","AMSTERDAM","Vrouwen","65 j. e.o.",138
"Landbouwarbeiders","AMSTERDAM","Vrouwen","65 j. e.o.",0
"Overige handarbeiders ","AMSTERDAM","Vrouwen","65 j. e.o.",398
"Totaal","AMSTERDAM","Vrouwen","65 j. e.o.",1094
"Bedrijfshoofden Nijverheid","ROTTERDAM","Vrouwen","65 j. e.o.",46
"Bedrijfshoofden Landbouw","ROTTERDAM","Vrouwen","65 j. e.o.",4
"Bedrijfshoofden Winkels","ROTTERDAM","Vrouwen","65 j. e.o.",57
"Employé's","GRONINGEN","Vrouwen","65 j. e.o.",32
"Bedrijfshoofden Overige","ROTTERDAM","Vrouwen","65 j. e.o.",132
"Medew.gezinsleden","ROTTERDAM","Vrouwen","65 j. e.o.",80
"Vrije beroepen","ROTTERDAM","Vrouwen","65 j. e.o.",2
"Employé's","ROTTERDAM","Vrouwen","65 j. e.o.",60
"Landbouwarbeiders","ROTTERDAM","Vrouwen","65 j. e.o.",0
"Overige handarbeiders ","ROTTERDAM","Vrouwen","65 j. e.o.",185
"Totaal","ROTTERDAM","Vrouwen","65 j. e.o.",566
"Bedrijfshoofden Nijverheid","s-Gravenhage","Vrouwen","65 j. e.o.",71
"Bedrijfshoofden Landbouw","s-Gravenhage","Vrouwen","65 j. e.o.",2
"Bedrijfshoofden Winkels","s-Gravenhage","Vrouwen","65 j. e.o.",88
"Landbouwarbeiders","GRONINGEN","Vrouwen","65 j. e.o.",9
"Bedrijfshoofden Overige","s-Gravenhage","Vrouwen","65 j. e.o.",205
"Medew.gezinsleden","s-Gravenhage","Vrouwen","65 j. e.o.",106
"Vrije beroepen","s-Gravenhage","Vrouwen","65 j. e.o.",44
"Employé's","s-Gravenhage","Vrouwen","65 j. e.o.",248
"Landbouwarbeiders","s-Gravenhage","Vrouwen","65 j. e.o.",0
"Overige handarbeiders ","s-Gravenhage","Vrouwen","65 j. e.o.",449
"Totaal","s-Gravenhage","Vrouwen","65 j. e.o.",1213
"Bedrijfshoofden Nijverheid","UTRECHT","Vrouwen","65 j. e.o.",14
"Bedrijfshoofden Landbouw","UTRECHT","Vrouwen","65 j. e.o.",4
"Bedrijfshoofden Winkels","UTRECHT","Vrouwen","65 j. e.o.",30
"Overige handarbeiders ","GRONINGEN","Vrouwen","65 j. e.o.",251
"Bedrijfshoofden Overige","UTRECHT","Vrouwen","65 j. e.o.",46
"Medew.gezinsleden","UTRECHT","Vrouwen","65 j. e.o.",28
"Vrije beroepen","UTRECHT","Vrouwen","65 j. e.o.",5
"Employé's","UTRECHT","Vrouwen","65 j. e.o.",37
"Landbouwarbeiders","UTRECHT","Vrouwen","65 j. e.o.",0
"Overige handarbeiders ","UTRECHT","Vrouwen","65 j. e.o.",82
"Totaal","UTRECHT","Vrouwen","65 j. e.o.",246
"Totaal","GRONINGEN","Vrouwen","65 j. e.o.",937
"Bedrijfshoofden Nijverheid","FRIESLAND","Vrouwen","65 j. e.o.",23
"Bedrijfshoofden Landbouw","FRIESLAND","Vrouwen","65 j. e.o.",223
"Bedrijfshoofden Winkels","FRIESLAND","Vrouwen","65 j. e.o.",160
"Bedrijfshoofden Overige","FRIESLAND","Vrouwen","65 j. e.o.",73
"Medew.gezinsleden","FRIESLAND","Vrouwen","65 j. e.o.",307
"Vrije beroepen","FRIESLAND","Vrouwen","65 j. e.o.",3
"Employé's","FRIESLAND","Vrouwen","65 j. e.o.",24
"Landbouwarbeiders","FRIESLAND","Vrouwen","65 j. e.o.",10
"Overige handarbeiders ","FRIESLAND","Vrouwen","65 j. e.o.",349
"Totaal","FRIESLAND","Vrouwen","65 j. e.o.",1172
"Bedrijfshoofden Nijverheid","DRENTHE","Vrouwen","65 j. e.o.",12
"Bedrijfshoofden Landbouw","DRENTHE","Vrouwen","65 j. e.o.",214
"Bedrijfshoofden Winkels","DRENTHE","Vrouwen","65 j. e.o.",37
"Bedrijfshoofden Overige","DRENTHE","Vrouwen","65 j. e.o.",21
"Medew.gezinsleden","DRENTHE","Vrouwen","65 j. e.o.",418
"Vrije beroepen","DRENTHE","Vrouwen","65 j. e.o.",0
"Employé's","DRENTHE","Vrouwen","65 j. e.o.",13
"Landbouwarbeiders","DRENTHE","Vrouwen","65 j. e.o.",14
"Overige handarbeiders ","DRENTHE","Vrouwen","65 j. e.o.",100
"Totaal","DRENTHE","Vrouwen","65 j. e.o.",829
"Bedrijfshoofden Nijverheid","OVERIJSSEL","Vrouwen","65 j. e.o.",43
"Bedrijfshoofden Landbouw","OVERIJSSEL","Vrouwen","65 j. e.o.",608
"Bedrijfshoofden Winkels","OVERIJSSEL","Vrouwen","65 j. e.o.",125
"Bedrijfshoofden Overige","OVERIJSSEL","Vrouwen","65 j. e.o.",83
"Medew.gezinsleden","OVERIJSSEL","Vrouwen","65 j. e.o.",986
"Vrije beroepen","OVERIJSSEL","Vrouwen","65 j. e.o.",1
"Employé's","OVERIJSSEL","Vrouwen","65 j. e.o.",43
"Landbouwarbeiders","OVERIJSSEL","Vrouwen","65 j. e.o.",72
"Overige handarbeiders ","OVERIJSSEL","Vrouwen","65 j. e.o.",207
"Totaal","OVERIJSSEL","Vrouwen","65 j. e.o.",2168
"Bedrijfshoofden Nijverheid","GELDERLAND","Vrouwen","65 j. e.o.",57
"Bedrijfshoofden Landbouw","GELDERLAND","Vrouwen","65 j. e.o.",951
"Bedrijfshoofden Winkels","GELDERLAND","Vrouwen","65 j. e.o.",165
"Bedrijfshoofden Overige","GELDERLAND","Vrouwen","65 j. e.o.",193
"Medew.gezinsleden","GELDERLAND","Vrouwen","65 j. e.o.",1381
"Vrije beroepen","GELDERLAND","Vrouwen","65 j. e.o.",13
"Employé's","GELDERLAND","Vrouwen","65 j. e.o.",145
"Landbouwarbeiders","GELDERLAND","Vrouwen","65 j. e.o.",124
"Overige handarbeiders ","GELDERLAND","Vrouwen","65 j. e.o.",398
"Totaal","GELDERLAND","Vrouwen","65 j. e.o.",3427
"Bedrijfshoofden Nijverheid","UTRECHT","Vrouwen","65 j. e.o.",42
"Bedrijfshoofden Landbouw","UTRECHT","Vrouwen","65 j. e.o.",152
"Bedrijfshoofden Winkels","UTRECHT","Vrouwen","65 j. e.o.",89
"Bedrijfshoofden Overige","UTRECHT","Vrouwen","65 j. e.o.",115
"Medew.gezinsleden","UTRECHT","Vrouwen","65 j. e.o.",221
"Vrije beroepen","UTRECHT","Vrouwen","65 j. e.o.",11
"Employé's","UTRECHT","Vrouwen","65 j. e.o.",79
"Landbouwarbeiders","UTRECHT","Vrouwen","65 j. e.o.",2
"Overige handarbeiders ","UTRECHT","Vrouwen","65 j. e.o.",256
"Totaal","UTRECHT","Vrouwen","65 j. e.o.",967
"Bedrijfshoofden Nijverheid","NOORDHOLLAND","Vrouwen","65 j. e.o.",130
"Bedrijfshoofden Landbouw","NOORDHOLLAND","Vrouwen","65 j. e.o.",226
"Bedrijfshoofden Winkels","NOORDHOLLAND","Vrouwen","65 j. e.o.",332
"Bedrijfshoofden Nijverheid","GRONINGEN","Vrouwen","65 j. e.o.",25
"Bedrijfshoofden Overige","NOORDHOLLAND","Vrouwen","65 j. e.o.",408
"Medew.gezinsleden","NOORDHOLLAND","Vrouwen","65 j. e.o.",436
"Vrije beroepen","NOORDHOLLAND","Vrouwen","65 j. e.o.",54
"Employé's","NOORDHOLLAND","Vrouwen","65 j. e.o.",300
"Landbouwarbeiders","NOORDHOLLAND","Vrouwen","65 j. e.o.",5
"Overige handarbeiders ","NOORDHOLLAND","Vrouwen","65 j. e.o.",958
"Totaal","NOORDHOLLAND","Vrouwen","65 j. e.o.",2849
"Bedrijfshoofden Nijverheid","ZUIDHOLLAND","Vrouwen","65 j. e.o.",189
"Bedrijfshoofden Landbouw","ZUIDHOLLAND","Vrouwen","65 j. e.o.",292
"Bedrijfshoofden Winkels","ZUIDHOLLAND","Vrouwen","65 j. e.o.",433
"Bedrijfshoofden Landbouw","GRONINGEN","Vrouwen","65 j. e.o.",141
"Bedrijfshoofden Overige","ZUIDHOLLAND","Vrouwen","65 j. e.o.",533
"Medew.gezinsleden","ZUIDHOLLAND","Vrouwen","65 j. e.o.",564
"Vrije beroepen","ZUIDHOLLAND","Vrouwen","65 j. e.o.",58
"Employé's","ZUIDHOLLAND","Vrouwen","65 j. e.o.",457
"Landbouwarbeiders","ZUIDHOLLAND","Vrouwen","65 j. e.o.",11
"Overige handarbeiders ","ZUIDHOLLAND","Vrouwen","65 j. e.o.",1136
"Totaal","ZUIDHOLLAND","Vrouwen","65 j. e.o.",3673
"Bedrijfshoofden Nijverheid","ZEELAND","Vrouwen","65 j. e.o.",24
"Bedrijfshoofden Landbouw","ZEELAND","Vrouwen","65 j. e.o.",192
"Bedrijfshoofden Winkels","ZEELAND","Vrouwen","65 j. e.o.",157
"Bedrijfshoofden Winkels","GRONINGEN","Vrouwen","65 j. e.o.",119
"Bedrijfshoofden Overige","ZEELAND","Vrouwen","65 j. e.o.",78
"Medew.gezinsleden","ZEELAND","Vrouwen","65 j. e.o.",243
"Vrije beroepen","ZEELAND","Vrouwen","65 j. e.o.",3
"Employé's","ZEELAND","Vrouwen","65 j. e.o.",29
"Landbouwarbeiders","ZEELAND","Vrouwen","65 j. e.o.",14
"Overige handarbeiders ","ZEELAND","Vrouwen","65 j. e.o.",117
"Totaal","ZEELAND","Vrouwen","65 j. e.o.",857
"Bedrijfshoofden Nijverheid","NOORDBRABANT","Vrouwen","65 j. e.o.",88
"Bedrijfshoofden Landbouw","NOORDBRABANT","Vrouwen","65 j. e.o.",716
"Bedrijfshoofden Winkels","NOORDBRABANT","Vrouwen","65 j. e.o.",290
